group,duration
control,1649
control,866
test,1838
control,1311
test,1242
control,1723
control,1489
test,1277
control,1356
control,1325
control,1646
control,1179
control,1211
test,1500
test,1716
test,1890
control,1468
control,1440
control,1769
test,1658
control,1403
test,1265
test,1317
test,1870
test,1611
control,808
test,1744
control,1696
control,1602
control,1454
control,2057
test,1719
control,1596
control,1048
control,1811
control,1429
test,1262
control,1144
control,1460
test,1182
control,1596
control,2077
test,1836
control,1554
test,1868
test,1560
control,1503
test,1649
test,1543
test,1238
control,1816
control,1547
control,1974
test,1272
test,1600
control,1658
test,1438
test,1166
test,1486
test,1525
test,1846
test,2318
test,1924
control,1528
control,1746
test,1641
control,1812
test,1416
control,1276
test,1893
test,1179
test,1693
test,1432
test,1383
control,1603
test,1310
control,1558
test,2112
control,1904
control,2066
test,709
control,1273
test,1722
control,1772
control,1542
test,1869
control,1432
control,1138
control,1510
test,1851
test,1887
test,1326
test,1688
control,1801
control,1637
test,1907
control,2124
control,1808
control,1310
control,1100
control,1830
control,1193
control,1951
test,1105
test,1503
control,1136
test,1487
control,1794
test,2075
test,1655
test,1448
test,1693
control,1318
control,1510
control,1202
control,1947
test,1380
control,1522
test,1413
test,1718
test,1746
test,1359
control,1655
test,1007
control,1554
control,1565
test,1306
control,1546
test,1289
test,1985
control,1972
test,1396
control,1128
test,1464
control,1998
test,1549
control,1930
control,1771
control,1409
control,1373
control,1061
control,1252
test,1544
control,1284
control,1341
test,1641
test,977
control,2096
control,1467
control,1421
control,1465
test,1518
test,1341
control,1982
test,1503
control,1425
test,1483
control,1075
test,1441
test,1542
control,1880
control,1031
test,1286
test,892
test,1227
test,871
control,1440
test,1378
control,1463
control,1847
control,1911
test,1696
test,1562
test,1523
control,1573
control,1675
control,1225
test,1658
control,1415
test,1741
control,2101
control,1329
test,1887
test,1329
test,1518
test,1631
control,1835
control,1135
control,1399
test,1092
control,2098
test,1150
control,1810
test,1731
test,1301
test,1388
control,1746
test,1474
control,1445
control,2329
test,1407
control,1269
control,1260
control,1929
test,1294
test,1622
control,1065
control,1745
test,1604
test,1566
control,1554
test,2081
control,1258
control,1716
control,1644
control,1072
test,1230
control,1176
test,1479
test,1254
control,1204
test,1741
control,1970
control,1568
test,1849
test,1074
test,1440
test,1612
control,1513
test,1353
test,1415
control,969
test,1200
test,1025
test,1277
test,1525
test,1387
test,1662
control,2136
control,1546
test,1079
control,1644
control,1817
test,1515
test,2100
control,1386
test,1010
test,2301
test,1912
test,1658
test,1382
control,2058
control,890
control,1023
control,1329
test,1337
control,1633
control,2130
test,1839
control,1606
control,1890
test,1643
test,1041
control,1643
test,1821
control,1611
control,1289
control,1300
control,1656
test,1745
test,1726
control,1458
test,1452
test,1931
test,1622
control,1784
test,1685
control,1966
control,1303
test,1121
test,1269
control,1636
control,1309
test,1505
control,1311
control,1702
test,2024
control,1540
control,1722
control,1421
control,1279
control,1739
control,1771
control,1305
test,1756
control,1318
control,1790
test,1239
control,1816
test,1484
test,1221
control,1373
test,2002
test,1727
test,1617
test,1672
control,1596
test,1185
test,1854
test,1415
control,1562
control,1650
test,1352
test,1416
control,1563
test,1385
control,893
test,1074
test,1592
control,1475
control,1770
test,1307
test,1428
test,1460
test,993
control,2102
test,1528
control,1638
test,1284
test,1527
test,1575
control,1375
control,1568
control,1679
control,2193
test,1839
test,1639
test,1754
test,1556
test,1351
control,1668
control,1500
test,1492
control,1407
control,1603
test,1449
test,1316
control,1346
control,1583
control,2086
control,1212
control,1420
test,1742
test,1123
control,1356
control,1771
test,1540
control,1122
control,1777
test,1552
control,1306
control,1094
control,1529
test,1453
control,1714
test,1438
control,1457
control,1921
test,1356
control,1514
control,1861
test,1858
control,1829
test,2014
control,1290
test,1832
test,1792
control,1633
test,1461
control,1468
test,1843
control,1445
test,1683
control,1464
test,1770
control,1444
test,1261
test,1342
control,1390
test,993
control,1140
control,1511
control,1888
test,1735
test,1005
test,1489
control,1564
control,1324
control,1029
test,1410
control,1171
control,1736
control,1668
test,1438
test,1701
control,1788
test,1482
control,868
control,1903
test,1543
control,1585
test,1354
test,2040
test,1415
control,1400
test,1425
control,1548
control,1621
test,1383
control,989
control,1451
test,1326
test,1431
control,2047
control,1032
test,1605
control,1663
test,1675
control,1893
control,1483
test,1677
control,1708
test,1324
test,1338
control,1664
control,1426
control,1699
control,1255
test,858
control,1858
test,1467
control,1007
control,1341
test,1704
test,1629
test,1107
test,1015
control,2158
control,1583
test,1514
test,2090
control,1875
test,1361
test,1936
test,1429
test,1567
test,1286
test,1668
control,1833
control,1929
control,1678
test,1405
test,1317
test,1934
test,1302
test,1213
control,1383
test,1339
test,1537
control,1283
test,1545
test,1617
control,1223
test,1333
test,1151
test,822
test,1660
test,1439
control,1355
control,1548
test,1630
control,2064
control,1793
test,1572
control,1440
control,1264
test,1812
test,1336
control,1501
test,1096
control,1720
control,1750
control,1598
test,1692
control,1936
control,1255
control,1639
control,1777
control,1993
control,1526
control,1609
control,1111
test,1910
test,1800
control,1393
test,1706
test,1762
control,1461
test,1617
control,1625
control,1470
test,1947
test,1626
control,1754
control,1659
test,1126
test,1503
control,1473
test,1227
control,2013
control,1388
test,1574
control,1273
control,1576
test,1540
control,2054
control,1679
control,1612
test,1914
test,1654
test,1318
test,1557
test,1614
test,1297
control,1637
test,1431
control,990
test,1715
control,1273
test,1724
control,1164
control,1557
control,572
test,1582
test,1742
control,1634
control,2044
test,1695
test,1567
control,1324
test,1381
test,1120
test,1424
test,1645
test,1337
control,1840
control,1581
test,1310
test,1359
test,1302
control,1669
control,1258
control,1376
test,1691
control,1297
test,1654
test,1480
control,1286
control,1190
test,931
control,1560
control,1560
test,999
control,978
control,1535
test,1823
control,1782
control,1289
control,1656
control,1591
control,1579
control,1617
test,1787
control,1636
test,1699
test,1587
test,1299
control,2198
control,1267
test,1760
test,1415
test,1591
control,1772
control,1688
control,2052
test,1205
control,1486
test,1737
test,1721
control,1131
test,1252
test,1304
control,1148
control,1151
test,1419
test,1617
test,1260
test,1562
test,1765
control,1210
control,1454
control,1112
test,1570
control,2314
test,1324
test,1352
test,1779
control,1586
control,1273
control,1375
test,1586
control,1622
test,1260
control,1488
control,1662
test,1819
test,1758
test,1793
test,1656
control,1634
test,1849
test,1374
test,961
control,1850
control,1535
test,1592
control,1142
control,1621
test,1262
test,1286
test,1542
control,1335
test,1326
test,786
control,1240
control,1369
test,1426
control,1812
control,1529
test,1151
test,1247
test,1626
control,1481
control,1359
test,1414
control,751
test,1749
test,1215
control,2073
control,2105
control,1328
control,1445
control,2010
test,1789
test,2038
control,1268
test,1867
control,1645
test,1560
control,1741
test,622
test,965
control,2443
control,1047
control,2142
control,1562
control,1613
test,1349
test,951
control,1837
control,1398
control,1468
control,1025
test,1616
control,1684
control,2156
control,1817
test,1846
control,2143
test,1497
control,1835
test,1129
test,1100
control,1272
test,1586
control,1833
test,1696
control,1289
test,1260
control,1819
control,1855
test,707
test,1660
test,1487
control,1091
control,1795
test,654
test,1347
test,1562
test,1623
test,1875
control,1978
control,1495
control,1604
control,1339
test,1262
test,1648
test,2266
control,1478
test,1060
control,1756
control,928
test,1745
test,1511
control,1773
control,1066
test,1725
test,2129
control,1992
control,1216
test,2069
control,1559
test,1241
test,1010
control,952
test,1171
test,2150
control,1662
test,2204
control,1190
control,1735
control,1601
control,960
test,1489
control,1973
test,1803
test,1525
control,1755
test,1876
control,997
control,1213
control,1090
test,1523
test,1296
test,1461
control,1048
test,1734
control,1659
test,1695
test,1722
control,1155
test,1235
test,1119
control,1419
control,1070
control,1793
control,1234
test,1642
test,1383
control,1724
control,1569
test,1403
control,1920
control,1519
control,933
test,1755
test,1157
control,1398
control,1471
control,1205
test,1467
test,1200
test,1919
test,1459
control,1558
control,1826
test,1504
control,1360
test,1208
control,1819
test,1567
control,1929
control,1964
control,1534
test,1513
test,1168
test,1880
test,1454
control,1013
test,1433
control,1479
test,1419
control,1683
control,1572
test,1572
control,1740
control,1288
test,1313
test,1652
control,1299
control,1578
control,1749
control,987
test,1611
control,1507
control,1000
control,1267
control,1749
test,1638
test,1104
test,711
control,1380
test,1799
test,1992
control,1932
test,1666
control,1483
control,1550
test,1514
test,1375
control,1172
control,1705
test,1651
test,1358
control,1453
test,1929
test,1703
test,1328
test,1431
control,1694
test,1442
test,1588
control,1939
test,1639
test,1651
test,1712
control,1467
test,1696
control,1442
control,908
test,1296
control,1720
control,1532
control,1474
test,1251
test,1935
control,1378
control,1650
test,1468
test,1728
test,1619
test,1651
test,1064
test,1618
control,1713
control,1318
test,2082
test,1502
test,2011
test,1434
test,1325
test,1433
test,1254
test,1199
test,1188
test,1615
control,1231
test,1408
control,1411
test,1514
test,1713
control,1566
test,1381
control,2111
control,1980
test,791
test,1006
control,1953
control,1208
test,1418
control,1092
control,1546
control,2021
control,1315
test,1443
control,1245
test,1190
test,1245
control,1323
control,1828
test,1767
control,1453
control,1504
control,967
test,1632
test,1657
control,2154
control,1853
test,1080
test,1459
test,1182
control,1917
test,1241
test,1927
control,1639
test,1715
control,1145
control,1394
control,1466
control,2113
control,1647
control,1421
test,1705
control,1399
control,1951
control,1433
control,1639
control,1224
control,1492
test,1715
control,1911
control,1877
control,1280
control,2121
control,1415
control,1816
control,1272
control,2215
control,1648
control,1648
test,1688
test,1282
test,1347
control,1235
control,1818
control,1306
test,1352
test,1919
test,1581
control,1238
test,1524
test,1647
control,1883
control,1302
control,1797
test,1450
control,1506
control,1127
test,1110
control,1112
control,1995
test,1708
control,1575
control,1533
test,1603
control,1250
control,1545
test,1844
test,1904
test,1610
test,1483
test,1720
test,1520
control,1756
test,1883
control,1418
control,1295
test,1065
control,1365
test,1214
control,1250
test,1398
control,1777
control,1550
control,1511
control,994
test,1550
control,1446
control,1452
control,1117
test,1371
test,1149
control,1741
test,1960
control,1254
test,1628
test,1933
control,1647
control,1693
test,1277
test,1352
test,1831
control,1345
control,1797
control,1534
control,1199
control,1428
control,1611
control,1281
control,2117
control,1195
control,1188
control,1653
control,1850
test,1083
test,1608
test,1872
test,1221
control,1511
control,1856
control,1586
control,1513
control,1397
control,1309
test,1707
test,1379
control,1707
control,1082
test,1568
test,1865
control,1118
test,1680
control,1571
control,1329
control,1712
test,1158
control,1513
test,1640
test,1776
control,1252
control,1170
test,1367
control,1044
test,1255
control,1177
control,1146
control,1563
test,1690
control,1272
control,1022
control,1734
test,1228
test,1606
test,1212
control,1281
control,1064
control,1273
control,1063
control,1580
control,1875
test,935
test,1855
test,1682
test,1549
test,1317
test,1791
control,713
test,1595
test,1968
control,1594
control,1304
test,1397
control,1685
test,1935
control,1895
control,1400
control,1330
control,1963
test,1340
control,1351
control,1354
test,945
control,1225
control,1599
test,1629
control,2033
test,1300
control,1071
control,1203
control,1830
control,2302
test,1823
test,1514
test,1445
test,1809
test,1743
test,1179
test,1982
test,1639
test,1676
control,1152
test,1653
test,1276
control,1500
test,1656
test,1723
test,2203
control,1108
test,2108
test,991
test,1506
control,1424
control,1461
control,1882
test,1394
control,1528
control,1424
control,1593
test,1313
test,883
test,1824
control,1203
test,1400
control,1027
test,1381
control,1390
control,1473
control,1856
control,1285
control,1030
test,1374
test,1683
control,1288
test,1577
test,1455
control,1416
test,1799
test,1827
test,2022
test,1982
control,1761
control,2299
test,1698
control,1204
test,1141
test,1492
control,1540
test,1842
control,1807
test,1510
control,954
control,1138
control,1280
test,1570
test,1864
test,1457
control,1586
control,1514
test,1543
control,1336
control,1340
test,1860
control,1618
control,1203
control,1758
test,1225
control,1724
test,1323
control,1055
test,1395
test,2057
test,1226
test,1519
test,749
test,1516
control,1571
test,1512
control,1783
test,1330
control,1445
control,1439
test,1691
control,1273
test,1345
control,1810
test,1235
test,1840
test,887
test,1516
test,1549
test,1110
test,2063
test,712
control,1683
test,1393
test,1030
test,1295
control,1474
test,1757
control,1970
test,1218
control,1321
test,971
control,1248
test,1168
control,1520
test,1621
control,1105
test,1448
test,1806
test,1976
test,1822
control,1406
control,1352
test,1392
test,1419
test,1148
test,1710
control,1645
test,1228
control,1425
control,1347
test,1573
control,1485
control,917
test,1291
test,1319
control,1184
test,1356
test,1753
test,1508
test,1255
test,1348
test,1728
control,1687
test,1913
test,1685
test,1627
control,2096
test,2137
test,1593
test,1295
control,2061
test,1432
test,1658
control,1640
control,1449
test,1274
test,1774
test,1271
control,1619
test,1683
test,1628
test,1289
control,1096
control,1520
control,1300
test,1337
test,965
test,993
control,1194
test,1636
control,1890
control,1461
test,1084
test,1919
test,1094
control,1585
test,1451
control,1599
control,1425
test,1766
test,1609
control,718
test,1079
control,1694
control,1753
control,1250
test,1220
control,1591
control,1824
test,1116
control,1309
test,1141
test,1149
control,1748
control,1281
test,1179
control,1559
test,1305
test,1535
control,1720
test,1483
test,1228
control,1506
test,1714
control,1529
control,1475
test,1093
test,2013
test,1360
control,1529
control,1331
test,885
test,1177
test,1872
test,1582
control,1339
control,1195
control,896
control,1834
control,1303
test,1391
control,1993
control,956
control,1675
test,1202
control,1455
control,999
test,1491
control,1448
control,1289
control,1786
control,1667
test,1254
control,2294
control,1748
test,1548
control,1130
test,1544
control,1897
test,1249
control,1738
test,1477
test,1743
test,1505
control,2316
control,1394
test,2069
control,1198
test,1339
control,1572
control,2030
test,1284
control,1005
test,1569
test,2023
test,914
test,2006
test,1505
test,1889
test,1699
control,698
test,1711
control,1301
control,1673
control,2219
test,1802
test,1186
test,1957
control,1638
control,1531
test,1196
test,1182
test,1275
control,1297
test,1129
control,1776
test,1646
test,1578
control,1777
test,1425
control,1782
control,1657
control,1241
control,1988
test,1798
test,1265
test,1445
test,1423
test,1060
test,1625
test,1346
test,1421
test,960
control,1163
test,1889
control,1550
control,1564
control,1800
test,1538
control,1648
control,1430
control,1700
test,1162
test,1712
test,1867
control,1201
test,1102
control,1606
control,1574
test,1376
control,1421
test,1373
control,1760
test,983
control,1496
control,1417
test,1773
control,1361
test,1275
test,874
test,780
test,1408
control,914
control,2128
test,1329
control,1005
test,1076
control,1446
test,2331
control,1178
control,1580
control,1567
control,1498
control,1444
control,1616
control,1239
test,1238
control,1689
control,1297
control,1735
test,1741
control,1149
test,1692
test,1418
control,1364
test,1745
control,1382
test,1759
control,1379
control,1752
test,1180
control,1488
control,1088
test,1331
test,1697
test,1560
test,918
control,1537
control,2108
control,1588
control,1111
test,1802
test,963
test,983
control,1527
test,1458
test,1071
control,922
test,1575
test,1153
test,1323
test,1829
control,1600
test,1573
test,1341
test,2081
test,1614
test,984
control,1711
test,1005
test,1611
test,1369
test,2388
test,1277
control,1233
control,1356
control,1503
test,1613
control,2116
control,1270
control,1972
control,1553
test,1520
test,2283
control,1243
test,1589
control,1220
test,1535
test,1281
test,894
control,1287
control,1771
test,1967
control,1812
test,1512
test,1865
test,1597
control,1576
control,1387
control,1627
control,1837
control,1711
test,1880
test,1184
control,1628
control,1939
test,1046
test,1082
control,1910
control,1634
control,1407
test,1426
test,1667
test,1797
test,963
control,1690
test,1329
test,1152
control,1386
control,1748
control,1622
test,1216
control,1947
control,1263
test,1650
control,1680
test,1482
test,1735
control,1108
control,1653
test,1863
control,1170
control,1873
test,2090
control,1442
control,1918
test,1782
control,1519
test,1402
test,1273
control,1518
control,1444
control,1563
control,1823
test,1064
test,1533
test,997
control,1737
test,1729
control,1378
control,1433
control,1760
control,1069
test,1943
test,1384
control,1327
control,1202
test,1645
test,1656
test,1407
control,1994
control,1685
test,1475
test,1550
control,1218
control,808
test,1459
test,1392
control,1476
test,1477
control,1523
control,1446
control,1505
test,1989
test,1973
control,1557
test,1284
control,1256
control,2300
control,1335
control,1443
test,2135
test,1133
test,1409
test,1940
test,1461
control,931
test,1627
test,1578
control,1220
test,1727
test,1331
control,1345
test,1572
control,2150
test,1126
control,1240
control,1231
control,996
test,1886
control,1597
test,1484
control,1522
control,1251
test,1592
test,1079
control,1210
test,1446
test,1485
control,1292
control,1828
test,1446
test,1615
control,1372
control,1674
control,1316
control,1627
control,1266
test,1354
control,1624
test,1134
test,1631
control,975
control,1050
test,1667
control,1475
test,1677
control,1512
test,1712
test,999
test,1576
control,1326
control,1214
test,1557
control,1364
control,1666
test,952
test,1523
test,1779
test,1603
test,1544
test,1163
control,1520
test,1183
control,1194
control,1582
test,1515
test,1456
test,1534
test,1653
test,1792
control,1202
control,1414
control,1545
test,1588
control,1303
control,822
test,1991
control,1444
control,1476
test,981
control,1571
test,1234
test,1675
control,1749
control,940
control,1600
control,1477
test,1315
control,1454
control,1637
control,836
test,1282
control,1535
control,1448
control,1767
test,1247
test,1240
test,1703
control,1317
control,1365
test,1356
control,1224
test,1624
test,1810
control,1717
control,1675
test,1576
control,1542
test,1421
control,1327
control,1595
test,1401
control,1456
test,827
test,1437
test,1210
test,1867
control,1742
test,1207
test,1388
control,1512
test,1851
control,1797
control,1357
control,1388
test,1334
control,1760
control,1626
test,1064
control,1239
test,1281
control,1789
test,1172
control,2148
control,1939
test,1325
control,1370
control,1266
test,1625
test,1523
control,1118
test,1989
control,1570
control,1604
control,1470
test,1503
control,1301
test,1222
control,1632
control,1639
test,1738
control,1626
control,1718
test,1855
test,1461
test,1363
control,1371
control,1571
test,1867
test,2026
control,1637
control,1847
control,1643
test,1351
test,1884
control,959
test,1546
test,1733
test,1430
test,949
control,1299
control,1284
control,1088
control,1484
control,1313
test,2004
test,1477
control,1433
control,1627
test,1583
control,1524
control,974
test,1515
control,1143
test,1672
control,1424
test,967
control,1259
test,1882
control,1952
control,1534
control,1051
control,1901
test,1725
control,1437
test,1181
test,1316
control,1405
test,1971
control,1765
test,1427
control,1342
test,1172
test,1837
test,1657
control,1206
control,1715
control,1459
test,1189
control,1621
control,1758
test,1280
test,1381
control,1587
control,1791
control,1528
control,1113
control,1758
control,1524
control,1623
control,916
control,1399
control,1508
test,1430
test,1489
control,1958
control,1227
control,1582
control,1793
control,1837
control,1061
control,1533
control,1200
test,1945
test,2146
test,1414
test,1298
control,2028
control,1843
control,1901
control,1881
test,1795
test,1208
test,1672
test,1334
test,1312
test,1874
control,1132
control,1556
control,1217
test,1128
control,1853
test,1569
test,1711
control,1614
control,1337
control,1623
test,1339
control,1962
control,1711
test,1438
test,1358
control,1300
test,1476
control,1234
test,1399
test,1061
control,1756
test,1824
control,1193
control,1092
test,1461
control,1075
test,1916
control,1908
test,1448
test,1538
test,1970
control,876
test,2051
test,1378
control,1777
test,1327
control,1518
control,1498
test,1536
control,1663
test,1260
control,1497
control,1650
control,1452
control,1691
control,1327
test,1199
control,2008
control,1237
test,1657
control,1842
control,913
control,1533
control,1248
control,1542
control,1420
control,1781
test,1295
control,1206
control,1470
control,1646
test,1762
test,1471
test,1891
control,1114
control,1462
test,1491
control,1219
test,1211
control,1340
test,1074
control,1452
test,911
control,1932
test,1290
test,1443
control,1293
test,1587
control,1941
test,1728
test,1862
test,1047
test,1642
control,1911
control,1315
control,1724
test,1289
control,1409
control,1055
test,1693
test,2105
test,1492
test,1023
control,1749
control,1544
test,1436
test,1168
control,1060
test,1290
control,1789
test,1343
control,1599
control,1076
test,1816
control,1339
test,1380
test,1797
control,1561
test,2012
control,1504
test,1825
control,1179
control,1779
test,1287
test,1489
control,1752
test,1354
test,2123
control,1956
test,795
control,2000
control,1915
test,1534
test,967
test,1330
control,1276
control,1279
test,1786
control,2137
control,1569
test,1214
test,1633
control,1278
control,1925
control,979
test,1882
control,1193
control,995
test,1600
control,1557
control,1523
control,1363
control,1181
control,1443
test,1893
test,1539
test,1309
test,1980
test,1699
test,1216
control,933
control,1145
control,1514
control,1296
control,1734
control,2017
test,1253
control,1511
test,1356
test,1483
test,1554
control,1457
control,1162
test,728
control,1347
control,1569
control,2121
control,1914
test,1888
test,1409
test,1318
test,1174
test,1985
test,1827
test,1881
test,1597
test,1192
control,1702
test,1771
control,1483
control,2006
control,1367
control,2109
control,987
test,1167
test,1263
test,1987
test,1482
test,1608
control,1506
test,1629
test,1283
test,1769
control,1535
test,1808
test,1677
test,1561
test,1586
test,1356
control,1760
control,1171
control,1647
test,1347
control,1612
control,1347
test,1122
test,1921
control,1748
test,1079
control,1459
test,1532
control,1536
control,1390
control,1230
test,1307
test,2076
test,1757
test,1173
test,1487
control,1482
test,1160
control,1552
test,1270
control,2067
control,1415
control,1480
test,1523
control,1998
control,1400
control,1648
test,1647
control,1103
test,1943
control,1461
control,2106
control,1391
control,1562
control,1937
control,1917
control,1850
test,1668
control,1824
test,1596
control,1545
control,1741
test,1681
control,1359
test,1685
control,1236
test,1663
control,1336
control,1521
test,1487
control,1279
test,1426
test,1257
control,1530
control,1411
test,1181
test,1318
control,1994
control,1706
test,1484
control,1313
control,1245
test,1337
test,1462
control,1837
control,1463
control,1416
control,1642
test,1488
control,531
test,1210
test,1488
control,1377
test,1669
test,1130
control,1075
test,1258
test,1227
control,1482
test,1306
control,1547
test,1569
test,1766
control,1234
control,1856
test,1943
test,1508
control,1597
control,1283
test,1340
test,1434
control,1360
control,1298
test,1847
control,1441
test,1449
test,1514
control,1259
control,1359
control,2304
control,1548
control,2295
test,1789
test,1285
test,1660
test,1801
test,1490
control,1681
control,2012
control,1411
test,1533
control,1751
control,1159
control,1024
test,1409
control,845
control,1430
test,1348
control,1306
test,1899
control,1144
control,1517
test,1634
control,1537
control,1581
test,1670
control,1224
test,1766
control,1449
control,980
test,1771
test,1494
control,1625
test,1337
control,990
test,1558
control,1187
control,1538
test,1887
control,1902
test,1325
test,1406
test,1645
test,1324
test,1376
control,1659
control,1323
control,1514
test,1833
control,1629
control,1364
test,1945
test,1282
control,1021
test,1768
test,1427
control,1526
test,1373
test,1610
test,1181
test,1548
test,1749
test,1164
test,1440
control,1531
test,1517
control,917
test,1666
control,1525
control,1600
test,1067
test,1493
test,1331
control,1075
test,1473
control,1382
test,1315
control,1674
test,1656
control,1654
control,1016
control,1044
control,1525
control,1418
control,1421
test,1878
control,1124
test,1012
control,1604
test,1210
test,1116
test,1282
control,1662
control,1477
control,1901
test,1411
test,1034
control,1612
control,1376
control,1453
control,1500
test,2094
test,1571
control,1205
control,1813
test,2037
test,1058
control,1669
control,1478
test,1814
control,1517
test,1879
control,1534
control,1502
control,1044
control,1731
test,2131
test,1589
test,1320
control,1241
test,1433
test,1628
control,1662
control,1607
test,2097
test,1751
control,1286
test,1415
test,1266
control,1693
control,1920
control,1085
test,1622
test,1858
test,1466
test,1128
control,1526
control,1231
test,1919
test,1526
test,1055
test,967
control,1904
test,1674
test,1205
test,1684
control,1444
test,1310
control,1493
test,1803
control,1670
test,1369
test,1493
control,1539
control,1305
control,1870
control,1502
control,1685
control,1844
control,1106
control,1744
control,1591
test,1463
control,1106
control,1301
test,1045
control,1670
test,1478
control,1143
control,1392
control,1422
control,1173
test,1708
test,1874
test,1854
control,1410
test,1141
control,1515
test,1285
control,1484
test,1612
test,1566
test,1204
control,1611
control,1599
control,1534
control,1423
test,1136
control,1697
test,1795
control,1229
test,1210
test,1172
test,1858
control,1661
test,1576
control,1961
control,1679
control,1450
control,1685
control,1617
control,1014
control,1969
test,1565
test,1705
control,1209
control,2082
control,1383
test,1725
control,1607
test,1705
test,1556
control,1378
control,1562
test,1382
control,1793
control,1347
control,1326
test,1438
test,1133
control,1373
control,1731
test,1307
control,1761
test,2636
control,1453
test,1323
test,1659
test,1662
control,1787
test,1428
control,1822
control,903
control,1514
test,1587
control,1766
test,2075
test,1298
control,1211
test,1973
test,1253
control,1608
control,1350
test,1538
test,1263
control,1399
test,1123
control,1763
test,1440
control,1650
test,1117
test,1343
control,1433
control,1275
control,1649
control,1600
control,1931
test,1466
test,1794
test,1258
control,1406
control,1787
test,1579
control,1716
control,1792
control,1004
control,1697
test,1417
test,1448
test,1270
test,871
test,1373
control,1083
control,1309
control,1306
test,1693
control,1457
control,1363
control,1930
test,1608
test,1759
test,1077
test,1487
test,1519
control,1395
test,1397
test,983
control,1638
control,694
test,1408
control,1874
test,1252
control,1630
control,1989
test,1122
test,2051
test,1669
test,1866
control,1720
control,1531
control,1653
control,1008
test,1363
test,1590
test,1543
test,2025
test,2245
test,1758
control,739
control,1621
test,1381
test,2146
test,1440
test,1450
test,1656
control,1386
control,2015
test,1624
test,1517
test,1497
control,1535
control,1533
control,1882
control,1666
test,868
test,1643
test,1697
control,2507
control,1846
control,1313
test,2314
test,1303
control,1789
control,1935
test,2106
test,1602
control,1919
test,1683
test,1656
test,1477
control,1447
test,1303
test,1927
test,1568
test,1682
control,1189
test,1181
test,1623
control,1444
test,1289
control,1713
control,1327
test,1448
test,1317
control,1137
control,1902
test,2040
test,1854
control,1455
control,1880
test,1126
control,1201
test,1407
control,1216
control,1826
control,1263
control,1467
control,1226
control,1233
control,1524
test,1671
test,1892
control,1599
test,1780
control,1828
test,2083
control,1568
test,1459
control,1580
control,1529
test,1048
test,1162
test,1776
control,1541
test,1376
control,1415
test,1484
test,1498
test,1427
control,1592
test,1572
test,1748
control,1402
test,1510
control,1297
control,935
control,1540
control,1821
test,1368
test,1793
control,1783
control,748
test,1293
test,1362
control,1731
control,1292
control,932
test,1599
test,1821
control,1389
test,1494
control,1412
test,1741
control,1178
control,1695
test,1436
control,1559
control,1930
test,1673
test,1940
control,1567
test,1358
test,1530
control,1178
control,1868
test,1192
test,1329
test,1273
control,1514
test,1452
test,1292
test,805
control,1332
test,1696
test,1794
test,1613
control,915
control,1588
test,1712
control,1714
control,1686
control,2144
test,1256
control,1366
test,1654
test,1576
test,2002
control,1625
test,1586
test,1686
control,1541
control,1178
test,1211
test,1981
test,1409
control,1654
control,1836
control,1536
control,1404
control,1689
test,1521
test,1292
test,1040
test,1755
control,1530
control,1232
test,2329
test,1049
test,1052
control,2011
control,1611
control,1360
test,1565
control,1355
test,1354
test,1604
test,1067
test,1995
test,1337
test,1418
control,1383
control,1750
control,1750
control,1562
test,1040
test,2021
test,1848
test,1658
control,1647
control,1442
control,1273
test,1592
control,1551
control,1693
test,1622
test,1837
control,2270
test,1327
test,1627
control,1734
control,1302
test,1427
test,1573
test,1391
control,989
control,1871
test,1480
test,1083
test,1538
test,1886
control,1680
test,1197
control,1173
control,1335
test,770
test,1564
control,1472
control,1562
test,1381
test,1423
control,1605
test,1165
test,1893
test,1845
control,1161
test,974
test,1690
test,1704
test,1550
control,1755
test,895
test,1895
test,1390
control,1468
control,1433
test,1149
control,1170
test,1262
control,1420
control,1926
test,2078
control,1579
test,1336
test,1309
test,1314
control,1218
test,1112
test,1194
control,1041
control,1389
control,1886
control,1892
control,1391
control,1468
control,1140
control,1073
control,1836
test,1920
control,1322
control,1846
test,1614
control,1899
test,1656
control,1736
control,1154
test,1162
test,1699
test,1529
control,1273
test,1339
control,1428
control,1280
control,1114
test,1311
test,1419
test,1446
control,1527
test,1561
control,1084
control,1019
control,1379
test,1868
test,1991
control,2195
test,1424
test,1727
test,1363
control,1665
test,1547
control,1770
test,1469
test,1474
control,1736
test,1607
control,1579
control,1377
control,1170
test,1619
test,1700
control,1759
control,1490
test,1139
control,1325
test,1221
control,917
test,1287
test,1844
test,1752
test,1295
test,1433
control,982
test,1498
control,1940
control,1421
control,1365
control,1259
control,1424
test,1553
control,1354
control,762
control,1771
control,1645
test,1647
test,1510
test,1446
control,1728
control,1464
test,1864
test,1557
control,1102
control,1554
control,1572
test,1832
control,1521
test,1422
test,1171
test,1460
control,1482
control,1088
control,1917
test,1216
test,1115
control,1289
test,1995
test,1934
control,2087
control,1678
control,1862
test,1121
control,1594
test,1612
test,1540
control,1088
control,1193
control,1760
test,1571
control,1391
control,1587
control,1776
control,2385
test,1503
test,1911
control,875
control,1913
test,1452
control,2199
test,1863
test,1357
test,1754
control,823
control,1558
test,1154
test,1322
control,1714
test,998
test,1163
test,1718
test,1566
control,1511
control,1135
test,1543
control,1255
control,1642
control,1383
control,1623
test,1594
control,1417
control,1616
control,1797
test,1108
control,1585
